L005/22	08/06/22	24906,1	35682,3	24326,4
E11	S11	2593,2	3497,9	2552,2
E12	S12	1634,0	2540,2	1587,6
E13	S13	1634,0	2540,2	1587,6
E21	S21	946,4	1842,3	903,7
E22	S22	2462,0	3354,1	2413,2
E23	S23	1341,6	2250,0	1310,1
E31	S31	2600,6	3491,2	2543,4
E32	S32	1291,9	2201,6	1255,0
E33	S33	2600,6	3491,2	2543,4
E41	S41	2600,6	3491,2	2543,4
E42	S42	2600,6	3491,2	2543,4
E43	S43	2600,6	3491,2	2543,4
