_MBA,_KMP,_fis,_quimi,_idlote,_citems,_elem,_u,_isot,_pbruto,_ptara,_pneto,_uranio,_enriq,_pelem,_pisot,_codmat,_med,_obs
RAY1,A,Residuo,UO2,Camp NC,1,E,g,G,,,,,,38,89,1,20,TQOE,M,KMP A
RAY1,A,Residuo,UO2,Cort,1,E,g,G,,,,,,4,60,0,10,RRGD,M,KMP A
